,label_ko,fs_date,amount,rcp_no,report_nm,rcept_dt,available_at,stock_code,corp_code,corp_name
41,기본주당이익(손실),20230101-20230630,434.0,20230814002534,반기보고서 (2023.06),20230814,2023-08-14,005930,126380,삼성전자
42,수익(매출액),20220401-20220630,77203607000000.0,20230814002534,반기보고서 (2023.06),20230814,2023-08-14,005930,126380,삼성전자
43,매출원가,20220401-20220630,46269748000000.0,20230814002534,반기보고서 (2023.06),20230814,2023-08-14,005930,126380,삼성전자
44,매출총이익,20220401-20220630,30933859000000.0,20230814002534,반기보고서 (2023.06),20230814,2023-08-14,005930,126380,삼성전자
45,판매비와관리비,20220401-20220630,16836814000000.0,20230814002534,반기보고서 (2023.06),20230814,2023-08-14,005930,126380,삼성전자
46,영업이익,20220401-20220630,14097045000000.0,20230814002534,반기보고서 (2023.06),20230814,2023-08-14,005930,126380,삼성전자
47,당기순이익(손실),20220401-20220630,11098805000000.0,20230814002534,반기보고서 (2023.06),20230814,2023-08-14,005930,126380,삼성전자
48,기본주당이익(손실),20220401-20220630,1613.0,20230814002534,반기보고서 (2023.06),20230814,2023-08-14,005930,126380,삼성전자
49,수익(매출액),20220101-20220630,154985105000000.0,20230814002534,반기보고서 (2023.06),20230814,2023-08-14,005930,126380,삼성전자
50,매출원가,20220101-20220630,93341805000000.0,20230814002534,반기보고서 (2023.06),20230814,2023-08-14,005930,126380,삼성전자
51,매출총이익,20220101-20220630,61643300000000.0,20230814002534,반기보고서 (2023.06),20230814,2023-08-14,005930,126380,삼성전자
52,판매비와관리비,20220101-20220630,33424846000000.0,20230814002534,반기보고서 (2023.06),20230814,2023-08-14,005930,126380,삼성전자
53,영업이익,20220101-20220630,28218454000000.0,20230814002534,반기보고서 (2023.06),20230814,2023-08-14,005930,126380,삼성전자
54,당기순이익(손실),20220101-20220630,22423433000000.0,20230814002534,반기보고서 (2023.06),20230814,2023-08-14,005930,126380,삼성전자
55,기본주당이익(손실),20220101-20220630,3251.0,20230814002534,반기보고서 (2023.06),20230814,2023-08-14,005930,126380,삼성전자
56,수익(매출액),20230101-20230331,63745371000000.0,20230515002335,분기보고서 (2023.03),20230515,2023-05-15,005930,126380,삼성전자
57,매출원가,20230101-20230331,46007093000000.0,20230515002335,분기보고서 (2023.03),20230515,2023-05-15,005930,126380,삼성전자
58,매출총이익,20230101-20230331,17738278000000.0,20230515002335,분기보고서 (2023.03),20230515,2023-05-15,005930,126380,삼성전자
59,판매비와관리비,20230101-20230331,17098100000000.0,20230515002335,분기보고서 (2023.03),20230515,2023-05-15,005930,126380,삼성전자
60,영업이익,20230101-20230331,640178000000.0,20230515002335,분기보고서 (2023.03),20230515,2023-05-15,005930,126380,삼성전자
61,당기순이익(손실),20230101-20230331,1574600000000.0,20230515002335,분기보고서 (2023.03),20230515,2023-05-15,005930,126380,삼성전자
62,기본주당이익(손실),20230101-20230331,206.0,20230515002335,분기보고서 (2023.03),20230515,2023-05-15,005930,126380,삼성전자
63,수익(매출액),20220101-20220331,77781498000000.0,20230515002335,분기보고서 (2023.03),20230515,2023-05-15,005930,126380,삼성전자
64,매출원가,20220101-20220331,47072057000000.0,20230515002335,분기보고서 (2023.03),20230515,2023-05-15,005930,126380,삼성전자
65,매출총이익,20220101-20220331,30709441000000.0,20230515002335,분기보고서 (2023.03),20230515,2023-05-15,005930,126380,삼성전자
66,판매비와관리비,20220101-20220331,16588032000000.0,20230515002335,분기보고서 (2023.03),20230515,2023-05-15,005930,126380,삼성전자
67,영업이익,20220101-20220331,14121409000000.0,20230515002335,분기보고서 (2023.03),20230515,2023-05-15,005930,126380,삼성전자
68,당기순이익(손실),20220101-20220331,11324628000000.0,20230515002335,분기보고서 (2023.03),20230515,2023-05-15,005930,126380,삼성전자
69,기본주당이익(손실),20220101-20220331,1638.0,20230515002335,분기보고서 (2023.03),20230515,2023-05-15,005930,126380,삼성전자
70,수익(매출액),20220101-20221231,302231360000000.0,20230307000542,사업보고서 (2022.12),20230307,2023-03-07,005930,126380,삼성전자
71,매출원가,20220101-20221231,190041770000000.0,20230307000542,사업보고서 (2022.12),20230307,2023-03-07,005930,126380,삼성전자
72,매출총이익,20220101-20221231,112189590000000.0,20230307000542,사업보고서 (2022.12),20230307,2023-03-07,005930,126380,삼성전자
73,판매비와관리비,20220101-20221231,68812960000000.0,20230307000542,사업보고서 (2022.12),20230307,2023-03-07,005930,126380,삼성전자
74,영업이익,20220101-20221231,43376630000000.0,20230307000542,사업보고서 (2022.12),20230307,2023-03-07,005930,126380,삼성전자
75,당기순이익(손실),20220101-20221231,55654077000000.0,20230307000542,사업보고서 (2022.12),20230307,2023-03-07,005930,126380,삼성전자
76,기본주당이익(손실),20220101-20221231,8057.0,20230307000542,사업보고서 (2022.12),20230307,2023-03-07,005930,126380,삼성전자
77,수익(매출액),20210101-20211231,279604799000000.0,20230307000542,사업보고서 (2022.12),20230307,2023-03-07,005930,126380,삼성전자
78,매출원가,20210101-20211231,166411342000000.0,20230307000542,사업보고서 (2022.12),20230307,2023-03-07,005930,126380,삼성전자
79,매출총이익,20210101-20211231,113193457000000.0,20230307000542,사업보고서 (2022.12),20230307,2023-03-07,005930,126380,삼성전자
80,판매비와관리비,20210101-20211231,61559601000000.0,20230307000542,사업보고서 (2022.12),20230307,2023-03-07,005930,126380,삼성전자
81,영업이익,20210101-20211231,51633856000000.0,20230307000542,사업보고서 (2022.12),20230307,2023-03-07,005930,126380,삼성전자
82,당기순이익(손실),20210101-20211231,39907450000000.0,20230307000542,사업보고서 (2022.12),20230307,2023-03-07,005930,126380,삼성전자
83,기본주당이익(손실),20210101-20211231,5777.0,20230307000542,사업보고서 (2022.12),20230307,2023-03-07,005930,126380,삼성전자
84,수익(매출액),20200101-20201231,236806988000000.0,20230307000542,사업보고서 (2022.12),20230307,2023-03-07,005930,126380,삼성전자
85,매출원가,20200101-20201231,144488296000000.0,20230307000542,사업보고서 (2022.12),20230307,2023-03-07,005930,126380,삼성전자
86,매출총이익,20200101-20201231,92318692000000.0,20230307000542,사업보고서 (2022.12),20230307,2023-03-07,005930,126380,삼성전자
87,판매비와관리비,20200101-20201231,56324816000000.0,20230307000542,사업보고서 (2022.12),20230307,2023-03-07,005930,126380,삼성전자
88,영업이익,20200101-20201231,35993876000000.0,20230307000542,사업보고서 (2022.12),20230307,2023-03-07,005930,126380,삼성전자
89,당기순이익(손실),20200101-20201231,26407832000000.0,20230307000542,사업보고서 (2022.12),20230307,2023-03-07,005930,126380,삼성전자
90,기본주당이익(손실),20200101-20201231,3841.0,20230307000542,사업보고서 (2022.12),20230307,2023-03-07,005930,126380,삼성전자
91,수익(매출액),20220701-20220930,76781680000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자
92,매출원가,20220701-20220930,48072237000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자
93,매출총이익,20220701-20220930,28709443000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자
94,판매비와관리비,20220701-20220930,17857398000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자
95,영업이익,20220701-20220930,10852045000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자
96,당기순이익(손실),20220701-20220930,9389198000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자
97,기본주당이익(손실),20220701-20220930,1346.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자
98,수익(매출액),20220101-20220930,231766785000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자
99,매출원가,20220101-20220930,141414042000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자
100,매출총이익,20220101-20220930,90352743000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자
101,판매비와관리비,20220101-20220930,51282244000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자
102,영업이익,20220101-20220930,39070499000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자
103,당기순이익(손실),20220101-20220930,31812631000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자
104,기본주당이익(손실),20220101-20220930,4597.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자
105,수익(매출액),20210701-20210930,73979187000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자
106,매출원가,20210701-20210930,42898871000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자
107,매출총이익,20210701-20210930,31080316000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자
108,판매비와관리비,20210701-20210930,15262785000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자
109,영업이익,20210701-20210930,15817531000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자
110,당기순이익(손실),20210701-20210930,12293331000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자
111,기본주당이익(손실),20210701-20210930,1776.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자
112,수익(매출액),20210101-20210930,203039275000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자
113,매출원가,20210101-20210930,121464787000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자
114,매출총이익,20210101-20210930,81574488000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자
115,판매비와관리비,20210101-20210930,43807344000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자
116,영업이익,20210101-20210930,37767144000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자
117,당기순이익(손실),20210101-20210930,29069502000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자
118,기본주당이익(손실),20210101-20210930,4211.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자
119,수익(매출액),20220401-20220630,77203607000000.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자
120,매출원가,20220401-20220630,46269748000000.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자
121,매출총이익,20220401-20220630,30933859000000.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자
122,판매비와관리비,20220401-20220630,16836814000000.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자
123,영업이익,20220401-20220630,14097045000000.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자
124,당기순이익(손실),20220401-20220630,11098805000000.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자
125,기본주당이익(손실),20220401-20220630,1613.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자
126,수익(매출액),20220101-20220630,154985105000000.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자
127,매출원가,20220101-20220630,93341805000000.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자
128,매출총이익,20220101-20220630,61643300000000.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자
129,판매비와관리비,20220101-20220630,33424846000000.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자
130,영업이익,20220101-20220630,28218454000000.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자
131,당기순이익(손실),20220101-20220630,22423433000000.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자
132,기본주당이익(손실),20220101-20220630,3251.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자
133,수익(매출액),20210401-20210630,63671585000000.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자
134,매출원가,20210401-20210630,37065931000000.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자
135,매출총이익,20210401-20210630,26605654000000.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자
136,판매비와관리비,20210401-20210630,14038909000000.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자
137,영업이익,20210401-20210630,12566745000000.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자
138,당기순이익(손실),20210401-20210630,9634486000000.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자
139,기본주당이익(손실),20210401-20210630,1391.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자
140,수익(매출액),20210101-20210630,129060088000000.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자
141,매출원가,20210101-20210630,78565916000000.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자
142,매출총이익,20210101-20210630,50494172000000.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자
143,판매비와관리비,20210101-20210630,28544559000000.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자
144,영업이익,20210101-20210630,21949613000000.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자
145,당기순이익(손실),20210101-20210630,16776171000000.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자
146,기본주당이익(손실),20210101-20210630,2435.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자
147,수익(매출액),20220101-20220331,77781498000000.0,20220516001751,분기보고서 (2022.03),20220516,2022-05-16,005930,126380,삼성전자
148,매출원가,20220101-20220331,47072057000000.0,20220516001751,분기보고서 (2022.03),20220516,2022-05-16,005930,126380,삼성전자
149,매출총이익,20220101-20220331,30709441000000.0,20220516001751,분기보고서 (2022.03),20220516,2022-05-16,005930,126380,삼성전자
150,판매비와관리비,20220101-20220331,16588032000000.0,20220516001751,분기보고서 (2022.03),20220516,2022-05-16,005930,126380,삼성전자
151,영업이익,20220101-20220331,14121409000000.0,20220516001751,분기보고서 (2022.03),20220516,2022-05-16,005930,126380,삼성전자
152,당기순이익(손실),20220101-20220331,11324628000000.0,20220516001751,분기보고서 (2022.03),20220516,2022-05-16,005930,126380,삼성전자
153,기본주당이익(손실),20220101-20220331,1638.0,20220516001751,분기보고서 (2022.03),20220516,2022-05-16,005930,126380,삼성전자
154,수익(매출액),20210101-20210331,65388503000000.0,20220516001751,분기보고서 (2022.03),20220516,2022-05-16,005930,126380,삼성전자
155,매출원가,20210101-20210331,41499985000000.0,20220516001751,분기보고서 (2022.03),20220516,2022-05-16,005930,126380,삼성전자
156,매출총이익,20210101-20210331,23888518000000.0,20220516001751,분기보고서 (2022.03),20220516,2022-05-16,005930,126380,삼성전자
157,판매비와관리비,20210101-20210331,14505650000000.0,20220516001751,분기보고서 (2022.03),20220516,2022-05-16,005930,126380,삼성전자
158,영업이익,20210101-20210331,9382868000000.0,20220516001751,분기보고서 (2022.03),20220516,2022-05-16,005930,126380,삼성전자
159,당기순이익(손실),20210101-20210331,7141685000000.0,20220516001751,분기보고서 (2022.03),20220516,2022-05-16,005930,126380,삼성전자
160,기본주당이익(손실),20210101-20210331,1044.0,20220516001751,분기보고서 (2022.03),20220516,2022-05-16,005930,126380,삼성전자
161,매출원가,20230701-20230930,6881973000000.0,20231114001430,분기보고서 (2023.09),20231114,2023-11-14,373220,1515323,LG에너지솔루션
162,매출총이익,20230701-20230930,1341569000000.0,20231114001430,분기보고서 (2023.09),20231114,2023-11-14,373220,1515323,LG에너지솔루션
163,매출원가,20230101-20230930,21774291000000.0,20231114001430,분기보고서 (2023.09),20231114,2023-11-14,373220,1515323,LG에너지솔루션
164,매출총이익,20230101-20230930,3969855000000.0,20231114001430,분기보고서 (2023.09),20231114,2023-11-14,373220,1515323,LG에너지솔루션
165,매출원가,20220701-20220930,6253208000000.0,20231114001430,분기보고서 (2023.09),20231114,2023-11-14,373220,1515323,LG에너지솔루션
166,매출총이익,20220701-20220930,1394949000000.0,20231114001430,분기보고서 (2023.09),20231114,2023-11-14,373220,1515323,LG에너지솔루션
167,매출원가,20220101-20220930,14069185000000.0,20231114001430,분기보고서 (2023.09),20231114,2023-11-14,373220,1515323,LG에너지솔루션
168,매출총이익,20220101-20220930,2991881000000.0,20231114001430,분기보고서 (2023.09),20231114,2023-11-14,373220,1515323,LG에너지솔루션
169,매출원가,20230401-20230630,7439411000000.0,20230814002063,반기보고서 (2023.06),20230814,2023-08-14,373220,1515323,LG에너지솔루션
170,매출총이익,20230401-20230630,1334076000000.0,20230814002063,반기보고서 (2023.06),20230814,2023-08-14,373220,1515323,LG에너지솔루션
171,매출원가,20230101-20230630,14892318000000.0,20230814002063,반기보고서 (2023.06),20230814,2023-08-14,373220,1515323,LG에너지솔루션
172,매출총이익,20230101-20230630,2628286000000.0,20230814002063,반기보고서 (2023.06),20230814,2023-08-14,373220,1515323,LG에너지솔루션
173,매출원가,20220401-20220630,4248734000000.0,20230814002063,반기보고서 (2023.06),20230814,2023-08-14,373220,1515323,LG에너지솔루션
174,매출총이익,20220401-20220630,821827000000.0,20230814002063,반기보고서 (2023.06),20230814,2023-08-14,373220,1515323,LG에너지솔루션
175,매출원가,20220101-20220630,7815976000000.0,20230814002063,반기보고서 (2023.06),20230814,2023-08-14,373220,1515323,LG에너지솔루션
176,매출총이익,20220101-20220630,1596933000000.0,20230814002063,반기보고서 (2023.06),20230814,2023-08-14,373220,1515323,LG에너지솔루션
177,매출원가,20230101-20230331,7452907000000.0,20230515002279,분기보고서 (2023.03),20230515,2023-05-15,373220,1515323,LG에너지솔루션
178,매출총이익,20230101-20230331,1294210000000.0,20230515002279,분기보고서 (2023.03),20230515,2023-05-15,373220,1515323,LG에너지솔루션
179,매출원가,20220101-20220331,3567242000000.0,20230515002279,분기보고서 (2023.03),20230515,2023-05-15,373220,1515323,LG에너지솔루션
180,매출총이익,20220101-20220331,775106000000.0,20230515002279,분기보고서 (2023.03),20230515,2023-05-15,373220,1515323,LG에너지솔루션
181,매출원가,20220101-20221231,21308077000000.0,20230315001342,사업보고서 (2022.12),20230315,2023-03-15,373220,1515323,LG에너지솔루션
182,매출총이익,20220101-20221231,4290532000000.0,20230315001342,사업보고서 (2022.12),20230315,2023-03-15,373220,1515323,LG에너지솔루션
183,당기순이익(손실),20220101-20221231,779826000000.0,20230315001342,사업보고서 (2022.12),20230315,2023-03-15,373220,1515323,LG에너지솔루션
184,매출원가,20210101-20211231,13953123000000.0,20230315001342,사업보고서 (2022.12),20230315,2023-03-15,373220,1515323,LG에너지솔루션
185,매출총이익,20210101-20211231,3898783000000.0,20230315001342,사업보고서 (2022.12),20230315,2023-03-15,373220,1515323,LG에너지솔루션
186,당기순이익(손실),20210101-20211231,929868000000.0,20230315001342,사업보고서 (2022.12),20230315,2023-03-15,373220,1515323,LG에너지솔루션
187,매출원가,20201201-20201231,1237020000000.0,20230315001342,사업보고서 (2022.12),20230315,2023-03-15,373220,1515323,LG에너지솔루션
188,매출총이익,20201201-20201231,224048000000.0,20230315001342,사업보고서 (2022.12),20230315,2023-03-15,373220,1515323,LG에너지솔루션
189,당기순이익(손실),20201201-20201231,-451771000000.0,20230315001342,사업보고서 (2022.12),20230315,2023-03-15,373220,1515323,LG에너지솔루션
190,매출원가,20220701-20220930,6253208000000.0,20221114001585,분기보고서 (2022.09),20221114,2022-11-14,373220,1515323,LG에너지솔루션
191,매출총이익,20220701-20220930,1394949000000.0,20221114001585,분기보고서 (2022.09),20221114,2022-11-14,373220,1515323,LG에너지솔루션
192,매출원가,20220101-20220930,14069185000000.0,20221114001585,분기보고서 (2022.09),20221114,2022-11-14,373220,1515323,LG에너지솔루션
193,매출총이익,20220101-20220930,2991881000000.0,20221114001585,분기보고서 (2022.09),20221114,2022-11-14,373220,1515323,LG에너지솔루션
194,매출원가,20210701-20210930,3270719000000.0,20221114001585,분기보고서 (2022.09),20221114,2022-11-14,373220,1515323,LG에너지솔루션
195,매출총이익,20210701-20210930,756695000000.0,20221114001585,분기보고서 (2022.09),20221114,2022-11-14,373220,1515323,LG에너지솔루션
196,매출원가,20210101-20210930,10159353000000.0,20221114001585,분기보고서 (2022.09),20221114,2022-11-14,373220,1515323,LG에너지솔루션
197,매출총이익,20210101-20210930,3253193000000.0,20221114001585,분기보고서 (2022.09),20221114,2022-11-14,373220,1515323,LG에너지솔루션
198,매출원가,20220401-20220630,4248734000000.0,20220816002372,반기보고서 (2022.06),20220816,2022-08-16,373220,1515323,LG에너지솔루션
199,매출총이익,20220401-20220630,821827000000.0,20220816002372,반기보고서 (2022.06),20220816,2022-08-16,373220,1515323,LG에너지솔루션
200,매출원가,20220101-20220630,7815976000000.0,20220816002372,반기보고서 (2022.06),20220816,2022-08-16,373220,1515323,LG에너지솔루션
201,매출총이익,20220101-20220630,1596933000000.0,20220816002372,반기보고서 (2022.06),20220816,2022-08-16,373220,1515323,LG에너지솔루션
202,매출원가,20210401-20210630,3411817000000.0,20220816002372,반기보고서 (2022.06),20220816,2022-08-16,373220,1515323,LG에너지솔루션
203,매출총이익,20210401-20210630,1719199000000.0,20220816002372,반기보고서 (2022.06),20220816,2022-08-16,373220,1515323,LG에너지솔루션
204,매출원가,20210101-20210630,6888634000000.0,20220816002372,반기보고서 (2022.06),20220816,2022-08-16,373220,1515323,LG에너지솔루션
205,매출총이익,20210101-20210630,2496498000000.0,20220816002372,반기보고서 (2022.06),20220816,2022-08-16,373220,1515323,LG에너지솔루션
206,매출원가,20220101-20220331,3567242000000.0,20220516001898,분기보고서 (2022.03),20220516,2022-05-16,373220,1515323,LG에너지솔루션
207,매출총이익,20220101-20220331,775106000000.0,20220516001898,분기보고서 (2022.03),20220516,2022-05-16,373220,1515323,LG에너지솔루션
